45.5, -31.3, -16.1
45.5, -35.1, -12.3
45.4, -38.9, -8.5
45.4, -42.7, -4.8
45.3, -46.5, -1.1
45.2, -50.3, 2.7
45.2, -54.2, 6.4
45.0, -58.0, 10.1
44.9, -61.8, 13.7
44.8, -65.6, 17.4
44.7, -69.3, 21.0
44.5, -73.1, 24.6
44.3, -76.9, 28.2
48.0, 29.8, -82.8
48.2, 26.2, -79.1
48.4, 22.6, -75.3
48.6, 19.0, -71.5
48.7, 15.4, -67.8
48.9, 11.7, -64.0
49.0, 8.0, -60.2
49.1, 4.3, -56.4
49.2, 0.6, -52.5
49.3, -3.1, -48.7
49.4, -6.9, -44.9
49.4, -10.6, -41.1
49.5, -14.4, -37.3
49.5, -18.2, -33.4
49.5, -22.0, -29.6
49.5, -25.8, -25.8
49.5, -29.6, -22.0
49.5, -33.4, -18.2
49.5, -37.3, -14.4
49.4, -41.1, -10.6
49.4, -44.9, -6.9
49.3, -48.7, -3.1
49.2, -52.5, 0.6
49.1, -56.4, 4.3
49.0, -60.2, 8.0
48.9, -64.0, 11.7
48.7, -67.8, 15.4
48.6, -71.5, 19.0
48.4, -75.3, 22.6
48.2, -79.1, 26.2
51.9, 27.9, -85.0
52.1, 24.3, -81.2
52.3, 20.7, -77.5
52.4, 17.0, -73.7
52.6, 13.4, -69.9
52.8, 9.7, -66.2
52.9, 6.0, -62.4
53.0, 2.3, -58.5
53.1, -1.5, -54.7
53.2, -5.2, -50.9
53.3, -9.0, -47.1
53.3, -12.8, -43.2
53.4, -16.5, -39.4
53.4, -20.3, -35.6
53.4, -24.1, -31.8
53.5, -28.0, -28.0
53.4, -31.8, -24.1
53.4, -35.6, -20.3
53.4, -39.4, -16.5
53.3, -43.2, -12.8
53.3, -47.1, -9.0
53.2, -50.9, -5.2
53.1, -54.7, -1.5
53.0, -58.5, 2.3
52.9, -62.4, 6.0
52.8, -66.2, 9.7
52.6, -69.9, 13.4
52.4, -73.7, 17.0
52.3, -77.5, 20.7
52.1, -81.2, 24.3
55.7, 25.9, -87.2
55.9, 22.3, -83.4
56.1, 18.7, -79.7
56.3, 15.0, -75.9
56.5, 11.3, -72.1
56.6, 7.7, -68.3
56.8, 3.9, -64.5
56.9, 0.2, -60.7
57.0, -3.5, -56.9
57.1, -7.3, -53.1
57.2, -11.1, -49.2
57.2, -14.9, -45.4
57.3, -18.7, -41.6
57.3, -22.5, -37.7
57.4, -26.3, -33.9
57.4, -30.1, -30.1
57.4, -33.9, -26.3
57.3, -37.7, -22.5
57.3, -41.6, -18.7
57.2, -45.4, -14.9
57.2, -49.2, -11.1
57.1, -53.1, -7.3
57.0, -56.9, -3.5
56.9, -60.7, 0.2
56.8, -64.5, 3.9
56.6, -68.3, 7.7
56.5, -72.1, 11.3
56.3, -75.9, 15.0
56.1, -79.7, 18.7
55.9, -83.4, 22.3
