-15,-15,-63.01068,81.71588,-24.61218
-15,-14,-63.3371,78.5477,-20.79565
-15,-13,-63.64166,75.34909,-16.98801
-15,-12,-63.92416,72.12018,-13.19055
-15,-11,-64.18457,68.86133,-9.404663
-15,-10,-64.4227,65.57281,-5.631561
-15,-9,-64.63846,62.25488,-1.872528
-15,-8,-64.83179,58.90802,1.871307
-15,-7,-65.00253,55.53253,5.598724
-15,-6,-65.1507,52.12897,9.308746
-15,-5,-65.27615,48.69766,13.00021
-15,-4,-65.37891,45.23929,16.67218
-15,-3,-65.45883,41.7543,20.32367
-15,-2,-65.51599,38.24338,23.95374
-15,-1,-65.55026,34.70715,27.56155
-15,0,-65.56171,31.1463,31.1463
-15,1,-65.55026,27.56155,34.70715
-15,2,-65.51599,23.95374,38.24338
-15,3,-65.45883,20.32367,41.7543
-15,4,-65.37891,16.67218,45.23929
-15,5,-65.27615,13.00021,48.69766
-15,6,-65.1507,9.308746,52.12897
-15,7,-65.00253,5.598724,55.53253
-15,8,-64.83179,1.871307,58.90802
-15,9,-64.63846,-1.872528,62.25488
-15,10,-64.4227,-5.631561,65.57281
-15,11,-64.18457,-9.404663,68.86133
-15,12,-63.92416,-13.19055,72.12018
-15,13,-63.64166,-16.98801,75.34909
-15,14,-63.3371,-20.79565,78.5477
-15,15,-63.01068,-24.61218,81.71588
-14,-15,-58.79724,79.88443,-26.67093
-14,-14,-59.0994,76.70282,-22.85574
-14,-13,-59.38126,73.49097,-19.04865
-14,-12,-59.64273,70.24908,-15.25095
-14,-11,-59.88373,66.97745,-11.46399
-14,-10,-60.1041,63.67642,-7.689087
-14,-9,-60.30377,60.34628,-3.92749
-14,-8,-60.4827,56.98749,-0.1804199
-14,-7,-60.64069,53.6004,3.550995
-14,-6,-60.7778,50.18555,7.265625
-14,-5,-60.89389,46.74338,10.9624
-14,-4,-60.98895,43.27448,14.64032
-14,-3,-61.06299,39.77942,18.29831
-14,-2,-61.11584,36.25888,21.93549
-14,-1,-61.14755,32.71344,25.55096
-14,0,-61.15814,29.14389,29.14389
-14,1,-61.14755,25.55096,32.71344
-14,2,-61.11584,21.93549,36.25888
-14,3,-61.06299,18.29831,39.77942
-14,4,-60.98895,14.64032,43.27448
-14,5,-60.89389,10.9624,46.74338
-14,6,-60.7778,7.265625,50.18555
-14,7,-60.64069,3.550995,53.6004
-14,8,-60.4827,-0.1804199,56.98749
-14,9,-60.30377,-3.92749,60.34628
-14,10,-60.1041,-7.689087,63.67642
-14,11,-59.88373,-11.46399,66.97745
-14,12,-59.64273,-15.25095,70.24908
-14,13,-59.38126,-19.04865,73.49097
-14,14,-59.0994,-22.85574,76.70282
-14,15,-58.79724,-26.67093,79.88443
-13,-15,-54.57806,78.0419,-28.74179
-13,-14,-54.8562,74.84671,-24.92813
-13,-13,-55.11569,71.62146,-21.12164
-13,-12,-55.35638,68.36642,-17.32379
-13,-11,-55.57819,65.08188,-13.53589
-13,-10,-55.78104,61.76819,-9.759247
-13,-9,-55.96487,58.42569,-5.995178
-13,-8,-56.12952,55.05484,-2.244873
-13,-7,-56.27496,51.65607,1.490509
-13,-6,-56.40118,48.22983,5.209747
-13,-5,-56.50803,44.77667,8.911774
-13,-4,-56.59555,41.29718,12.59558
-13,-3,-56.66364,37.79196,16.2601
-13,-2,-56.71228,34.26169,19.90442
-13,-1,-56.74149,30.70703,23.52759
-13,0,-56.75122,27.12875,27.12875
-13,1,-56.74149,23.52759,30.70703
-13,2,-56.71228,19.90442,34.26169
-13,3,-56.66364,16.2601,37.79196
-13,4,-56.59555,12.59558,41.29718
-13,5,-56.50803,8.911774,44.77667
-13,6,-56.40118,5.209747,48.22983
-13,7,-56.27496,1.490509,51.65607
-13,8,-56.12952,-2.244873,55.05484
-13,9,-55.96487,-5.995178,58.42569
-13,10,-55.78104,-9.759247,61.76819
-13,11,-55.57819,-13.53589,65.08188
-13,12,-55.35638,-17.32379,68.36642
-13,13,-55.11569,-21.12164,71.62146
-13,14,-54.8562,-24.92813,74.84671
-13,15,-54.57806,-28.74179,78.0419
-12,-15,-50.35492,76.18875,-30.82434
-12,-14,-50.60941,72.97977,-27.01227
-12,-13,-50.84683,69.741,-23.20657
-12,-12,-51.06702,66.47266,-19.40863
-12,-11,-51.26996,63.17505,-15.61984
-12,-10,-51.45554,59.84857,-11.84155
-12,-9,-51.62366,56.49356,-8.075043
-12,-8,-51.77429,53.11053,-4.321564
-12,-7,-51.90732,49.69992,-0.5823364
-12,-6,-52.0228,46.26224,3.14151
-12,-5,-52.12051,42.79797,6.848816
-12,-4,-52.20056,39.30786,10.53851
-12,-3,-52.26285,35.79242,14.20959
-12,-2,-52.30734,32.25235,17.86099
-12,-1,-52.33408,28.68839,21.49188
-12,0,-52.34296,25.10129,25.10129
-12,1,-52.33408,21.49188,28.68839
-12,2,-52.30734,17.86099,32.25235
-12,3,-52.26285,14.20959,35.79242
-12,4,-52.20056,10.53851,39.30786
-12,5,-52.12051,6.848816,42.79797
-12,6,-52.0228,3.14151,46.26224
-12,7,-51.90732,-0.5823364,49.69992
-12,8,-51.77429,-4.321564,53.11053
-12,9,-51.62366,-8.075043,56.49356
-12,10,-51.45554,-11.84155,59.84857
-12,11,-51.26996,-15.61984,63.17505
-12,12,-51.06702,-19.40863,66.47266
-12,13,-50.84683,-23.20657,69.741
-12,14,-50.60941,-27.01227,72.97977
-12,15,-50.35492,-30.82434,76.18875
-11,-15,-46.12979,74.32532,-32.91806
-11,-14,-46.36093,71.10248,-29.1077
-11,-13,-46.57654,67.84998,-25.30289
-11,-12,-46.77658,64.56812,-21.50494
-11,-11,-46.96088,61.25735,-17.71539
-11,-10,-47.12943,57.91794,-13.93552
-11,-9,-47.2821,54.55035,-10.16663
-11,-8,-47.41891,51.15503,-6.410034
-11,-7,-47.53976,47.73245,-2.666962
-11,-6,-47.64456,44.2832,1.061432
-11,-5,-47.73334,40.8078,4.773956
-11,-4,-47.806,37.30688,8.469543
-11,-3,-47.86258,33.78113,12.14713
-11,-2,-47.90298,30.23126,15.80573
-11,-1,-47.92725,26.65796,19.44434
-11,0,-47.93533,23.06201,23.06201
-11,1,-47.92725,19.44434,26.65796
-11,2,-47.90298,15.80573,30.23126
-11,3,-47.86258,12.14713,33.78113
-11,4,-47.806,8.469543,37.30688
-11,5,-47.73334,4.773956,40.8078
-11,6,-47.64456,1.061432,44.2832
-11,7,-47.53976,-2.666962,47.73245
-11,8,-47.41891,-6.410034,51.15503
-11,9,-47.2821,-10.16663,54.55035
-11,10,-47.12943,-13.93552,57.91794
-11,11,-46.96088,-17.71539,61.25735
-11,12,-46.77658,-21.50494,64.56812
-11,13,-46.57654,-25.30289,67.84998
-11,14,-46.36093,-29.1077,71.10248
-11,15,-46.12979,-32.91806,74.32532
-10,-15,-41.90442,72.45218,-35.02243
-10,-14,-42.11255,69.21518,-31.21393
-10,-13,-42.30676,65.94882,-27.41003
-10,-12,-42.48688,62.65338,-23.61224
-10,-11,-42.65286,59.32925,-19.82199
-10,-10,-42.8046,55.97681,-16.04059
-10,-9,-42.94208,52.59647,-12.26944
-10,-8,-43.06528,49.18875,-8.509766
-10,-7,-43.17407,45.75415,-4.762909
-10,-6,-43.26843,42.29324,-1.030029
-10,-5,-43.34839,38.80658,2.687714
-10,-4,-43.41382,35.29486,6.389191
-10,-3,-43.46475,31.7587,10.0733
-10,-2,-43.50113,28.19891,13.73904
-10,-1,-43.52295,24.61621,17.38541
-10,0,-43.53024,21.01141,21.01141
-10,1,-43.52295,17.38541,24.61621
-10,2,-43.50113,13.73904,28.19891
-10,3,-43.46475,10.0733,31.7587
-10,4,-43.41382,6.389191,35.29486
-10,5,-43.34839,2.687714,38.80658
-10,6,-43.26843,-1.030029,42.29324
-10,7,-43.17407,-4.762909,45.75415
-10,8,-43.06528,-8.509766,49.18875
-10,9,-42.94208,-12.26944,52.59647
-10,10,-42.8046,-16.04059,55.97681
-10,11,-42.65286,-19.82199,59.32925
-10,12,-42.48688,-23.61224,62.65338
-10,13,-42.30676,-27.41003,65.94882
-10,14,-42.11255,-31.21393,69.21518
-10,15,-41.90442,-35.02243,72.45218
-9,-15,-37.68057,70.56964,-37.1369
-9,-14,-37.86612,67.31842,-33.33035
-9,-13,-38.03918,64.03806,-29.52756
-9,-12,-38.19971,60.72888,-25.73001
-9,-11,-38.34766,57.39127,-21.93915
-9,-10,-38.48291,54.02563,-18.15628
-9,-9,-38.60544,50.63242,-14.3829
-9,-8,-38.71521,47.21219,-10.62027
-9,-7,-38.81216,43.76544,-6.869629
-9,-6,-38.89627,40.29276,-3.132263
-9,-5,-38.9675,36.79477,0.5906372
-9,-4,-39.02579,33.27213,4.298004
-9,-3,-39.07117,29.72556,7.988617
-9,-2,-39.10361,26.15582,11.66147
-9,-1,-39.12308,22.56366,15.31561
-9,0,-39.12955,18.94998,18.94998
-9,1,-39.12308,15.31561,22.56366
-9,2,-39.10361,11.66147,26.15582
-9,3,-39.07117,7.988617,29.72556
-9,4,-39.02579,4.298004,33.27213
-9,5,-38.9675,0.5906372,36.79477
-9,6,-38.89627,-3.132263,40.29276
-9,7,-38.81216,-6.869629,43.76544
-9,8,-38.71521,-10.62027,47.21219
-9,9,-38.60544,-14.3829,50.63242
-9,10,-38.48291,-18.15628,54.02563
-9,11,-38.34766,-21.93915,57.39127
-9,12,-38.19971,-25.73001,60.72888
-9,13,-38.03918,-29.52756,64.03806
-9,14,-37.86612,-33.33035,67.31842
-9,15,-37.68057,-37.1369,70.56964
-8,-15,-33.46002,68.67825,-39.26099
-8,-14,-33.62332,65.41263,-35.45651
-8,-13,-33.77567,62.1181,-31.65494
-8,-12,-33.91693,58.79501,-27.85767
-8,-11,-34.04709,55.44379,-24.06625
-8,-10,-34.16611,52.06485,-20.2821
-8,-9,-34.27393,48.65869,-16.50656
-8,-8,-34.37054,45.22583,-12.74097
-8,-7,-34.45584,41.76685,-8.986664
-8,-6,-34.52985,38.28232,-5.244843
-8,-5,-34.59253,34.77289,-1.516785
-8,-4,-34.6438,31.23929,2.196381
-8,-3,-34.68375,27.68222,5.893555
-8,-2,-34.71228,24.10248,9.573578
-8,-1,-34.72937,20.50082,13.23544
-8,0,-34.73511,16.8782,16.8782
-8,1,-34.72937,13.23544,20.50082
-8,2,-34.71228,9.573578,24.10248
-8,3,-34.68375,5.893555,27.68222
-8,4,-34.6438,2.196381,31.23929
-8,5,-34.59253,-1.516785,34.77289
-8,6,-34.52985,-5.244843,38.28232
-8,7,-34.45584,-8.986664,41.76685
-8,8,-34.37054,-12.74097,45.22583
-8,9,-34.27393,-16.50656,48.65869
-8,10,-34.16611,-20.2821,52.06485
-8,11,-34.04709,-24.06625,55.44379
-8,12,-33.91693,-27.85767,58.79501
-8,13,-33.77567,-31.65494,62.1181
-8,14,-33.62332,-35.45651,65.41263
-8,15,-33.46002,-39.26099,68.67825
-7,-15,-29.24442,66.77847,-41.39407
-7,-14,-29.38583,63.49829,-37.5918
-7,-13,-29.51779,60.18945,-33.7915
-7,-12,-29.64014,56.85236,-29.99469
-7,-11,-29.75287,53.48737,-26.20288
-7,-10,-29.85596,50.095,-22.41742
-7,-9,-29.94931,46.67578,-18.6398
-7,-8,-30.03296,43.23019,-14.87134
-7,-7,-30.10681,39.75882,-11.11337
-7,-6,-30.1709,36.26239,-7.367188
-7,-5,-30.22516,32.74146,-3.633972
-7,-4,-30.26962,29.19681,0.08502197
